#random,socket,other,time0 0 0 05-1814
12 8 5 05-1816
12 8 5 05-1817
12 8 5 05-1818
12 8 5 05-1819
12 8 5 05-1820
12 8 5 05-1821
12 8 5 05-1822
12 8 5 05-1823
12 8 5 05-1900
12 8 5 05-1901
12 8 5 05-1902
12 8 5 05-1903
12 8 5 05-1904
12 8 5 05-1905
12 8 5 05-1906
12 8 5 05-1907
12 8 5 05-1908
12 8 5 05-1909
12 8 5 05-1910
12 8 5 05-1911
12 4 5 05-1912
12 4 5 05-1912
12 4 5 05-1913
12 4 5 05-1913
12 4 5 05-1914
12 4 5 05-1915
12 4 5 05-1916
12 4 5 05-1917
12 4 5 05-1918
12 4 5 05-1919
12 4 5 05-1920
12 4 5 05-1921
12 4 5 05-1922
12 4 5 05-1923
12 4 5 05-2000
12 4 5 05-2001
12 4 5 05-2002
12 4 5 05-2003
12 4 5 05-2004
12 4 5 05-2005
12 4 5 05-2006
12 4 5 05-2007
12 4 5 05-2008
12 4 5 05-2009
12 4 5 05-2010
12 4 5 05-2011
12 4 5 05-2012
12 4 5 05-2013
12 4 5 05-2014
12 4 5 05-2015
12 4 5 05-2016
12 4 5 05-2017
12 4 5 05-2018
12 4 5 05-2019
12 4 5 05-2020
12 4 5 05-2021
12 4 5 05-2022
12 4 5 05-2023
12 4 5 05-2100
12 4 5 05-2101
12 4 5 05-2102
12 4 5 05-2103
12 4 5 05-2104
12 4 5 05-2105
12 4 5 05-2106
12 4 5 05-2107
12 4 5 05-2108
12 4 5 05-2109
12 4 5 05-2110
12 4 5 05-2111
12 4 5 05-2112
12 4 5 05-2113
12 4 5 05-2114
12 4 5 05-2115
12 4 5 05-2116
12 4 5 05-2117
12 4 5 05-2118
12 4 5 05-2119
12 4 5 05-2120
12 4 5 05-2121
12 4 5 05-2122
12 4 5 05-2123
12 4 5 05-2200
12 4 5 05-2201
12 4 5 05-2202
12 4 5 05-2203
12 4 5 05-2204
12 4 5 05-2205
12 4 5 05-2206
12 4 5 05-2207
12 4 5 05-2208
12 4 5 05-2209
12 4 5 05-2210
12 4 5 05-2211
12 4 5 05-2212
12 4 5 05-2213
12 4 5 05-2214
12 4 5 05-2215
12 4 5 05-2216
12 4 5 05-2217
12 4 5 05-2218
12 4 5 05-2219
12 4 5 05-2220
12 4 5 05-2221
12 4 5 05-2222
12 4 5 05-2223
12 4 5 05-2300
12 4 5 05-2301
12 4 5 05-2302
12 4 5 05-2303
12 4 5 05-2304
12 4 5 05-2305
12 4 5 05-2306
12 4 5 05-2307
12 4 5 05-2308
12 4 5 05-2309
12 4 5 05-2310
12 4 5 05-2311
12 4 5 05-2312
12 4 5 05-2313
12 7 5 05-2314
12 7 5 05-2314
12 7 5 05-2314
12 7 5 05-2315
12 9 5 05-2316
12 9 5 05-2317
12 9 5 05-2318
12 9 5 05-2319
12 9 5 05-2320
12 9 5 05-2321
12 9 5 05-2322
12 9 5 05-2323
12 9 5 05-2400
12 9 5 05-2401
12 9 5 05-2402
12 9 5 05-2403
12 9 5 05-2404
12 9 5 05-2405
12 9 5 05-2406
12 9 5 05-2407
12 9 5 05-2408
12 9 5 05-2409
12 9 5 05-2410
12 9 5 05-2411
12 13 5 05-2412
12 13 5 05-2413
12 13 5 05-2414
12 13 5 05-2415
12 13 5 05-2416
12 13 5 05-2417
12 7 5 05-2418
12 7 5 05-2419
12 7 5 05-2420
12 7 5 05-2421
12 7 5 05-2422
12 7 5 05-2423
12 7 5 05-2500
12 7 5 05-2501
12 7 5 05-2502
12 7 5 05-2503
12 7 5 05-2504
12 7 5 05-2505
12 7 5 05-2506
12 7 5 05-2507
12 7 5 05-2508
12 7 5 05-2509
12 7 5 05-2510
12 7 5 05-2511
12 7 5 05-2511
12 7 5 05-2511
12 7 5 05-2512
12 7 5 05-2512
12 7 5 05-2512
12 7 5 05-2512
12 7 5 05-2512
12 7 5 05-2513
12 11 5 05-2514
12 11 5 05-2515
12 15 5 05-2516
12 14 5 05-2517
12 14 5 05-2518
12 14 5 05-2519
12 14 5 05-2520
12 14 5 05-2521
12 14 5 05-2522
12 14 5 05-2523
12 14 5 05-2600
12 13 5 05-2601
12 13 5 05-2602
12 13 5 05-2603
12 13 5 05-2604
12 13 5 05-2605
12 13 5 05-2606
12 13 5 05-2607
12 13 5 05-2608
12 13 5 05-2609
12 13 5 05-2610
12 13 5 05-2611
12 13 5 05-2612
12 13 5 05-2613
12 13 5 05-2614
12 13 5 05-2615
12 13 5 05-2616
12 13 5 05-2617
12 13 5 05-2618
12 13 5 05-2619
12 13 5 05-2620
12 13 5 05-2621
12 13 5 05-2622
12 10 5 05-2623
12 10 5 05-2700
12 10 5 05-2701
12 10 5 05-2702
12 10 5 05-2703
12 10 5 05-2704
12 10 5 05-2705
12 10 5 05-2706
12 10 5 05-2707
12 10 5 05-2708
12 10 5 05-2709
12 10 5 05-2710
12 10 5 05-2710
12 10 5 05-2711
12 10 5 05-2712
12 10 5 05-2713
12 10 5 05-2714
12 10 5 05-2715
12 13 5 05-2716
12 13 5 05-2717
12 13 5 05-2718
12 13 5 05-2719
12 13 5 05-2720
12 13 5 05-2721
12 13 5 05-2722
12 13 5 05-2723
12 13 5 05-2800
12 13 5 05-2801
12 13 5 05-2802
12 13 5 05-2803
12 13 5 05-2804
12 13 5 05-2805
12 13 5 05-2806
12 13 5 05-2807
12 13 5 05-2808
12 13 5 05-2809
12 13 5 05-2810
12 13 5 05-2811
12 13 5 05-2812
12 13 5 05-2813
12 13 5 05-2814
12 13 5 05-2815
12 13 5 05-2816
12 13 5 05-2817
12 13 5 05-2818
12 13 5 05-2819
12 13 5 05-2820
12 13 5 05-2821
12 13 5 05-2822
12 13 5 05-2823
12 13 5 05-2900
12 13 5 05-2901
12 13 5 05-2902
12 13 5 05-2903
12 13 5 05-2904
12 13 5 05-2905
12 13 5 05-2906
12 13 5 05-2907
12 13 5 05-2908
12 13 5 05-2909
12 13 5 05-2910
12 13 5 05-2911
